territory_id_id,Nom du fichier/tuile,Nom simplifié,Longitude centre,Latitude centre,Largeur (°),Hauteur (°),country
8437,ESA_WorldCover_10m_2021_v200_S06W048_Map_1.tif,S06W048_1,-47.25,-5.25,1.5,1.5,Brazil
8438,ESA_WorldCover_10m_2021_v200_S06W048_Map_2.tif,S06W048_2,-45.75,-5.25,1.5,1.5,Brazil
8439,ESA_WorldCover_10m_2021_v200_S06W048_Map_3.tif,S06W048_3,-47.25,-3.75,1.5,1.5,Brazil
8440,ESA_WorldCover_10m_2021_v200_S06W048_Map_4.tif,S06W048_4,-45.75,-3.75,1.5,1.5,Brazil
8441,ESA_WorldCover_10m_2021_v200_S06W051_Map_1.tif,S06W051_1,-50.25,-5.25,1.5,1.5,Brazil
8442,ESA_WorldCover_10m_2021_v200_S06W051_Map_2.tif,S06W051_2,-48.75,-5.25,1.5,1.5,Brazil
8443,ESA_WorldCover_10m_2021_v200_S06W051_Map_3.tif,S06W051_3,-50.25,-3.75,1.5,1.5,Brazil
8444,ESA_WorldCover_10m_2021_v200_S06W051_Map_4.tif,S06W051_4,-48.75,-3.75,1.5,1.5,Brazil
8445,ESA_WorldCover_10m_2021_v200_S06W054_Map_1.tif,S06W054_1,-53.25,-5.25,1.5,1.5,Brazil
8446,ESA_WorldCover_10m_2021_v200_S06W054_Map_2.tif,S06W054_2,-51.75,-5.25,1.5,1.5,Brazil
8447,ESA_WorldCover_10m_2021_v200_S06W054_Map_3.tif,S06W054_3,-53.25,-3.75,1.5,1.5,Brazil
8448,ESA_WorldCover_10m_2021_v200_S06W054_Map_4.tif,S06W054_4,-51.75,-3.75,1.5,1.5,Brazil
8449,ESA_WorldCover_10m_2021_v200_S06W057_Map_1.tif,S06W057_1,-56.25,-5.25,1.5,1.5,Brazil
8450,ESA_WorldCover_10m_2021_v200_S06W057_Map_2.tif,S06W057_2,-54.75,-5.25,1.5,1.5,Brazil
8451,ESA_WorldCover_10m_2021_v200_S06W057_Map_3.tif,S06W057_3,-56.25,-3.75,1.5,1.5,Brazil
8452,ESA_WorldCover_10m_2021_v200_S06W057_Map_4.tif,S06W057_4,-54.75,-3.75,1.5,1.5,Brazil
8453,ESA_WorldCover_10m_2021_v200_S06W060_Map_1.tif,S06W060_1,-59.25,-5.25,1.5,1.5,Brazil
8454,ESA_WorldCover_10m_2021_v200_S06W060_Map_2.tif,S06W060_2,-57.75,-5.25,1.5,1.5,Brazil
8455,ESA_WorldCover_10m_2021_v200_S06W060_Map_3.tif,S06W060_3,-59.25,-3.75,1.5,1.5,Brazil
8456,ESA_WorldCover_10m_2021_v200_S06W060_Map_4.tif,S06W060_4,-57.75,-3.75,1.5,1.5,Brazil
8457,ESA_WorldCover_10m_2021_v200_S06W063_Map_1.tif,S06W063_1,-62.25,-5.25,1.5,1.5,Brazil
8458,ESA_WorldCover_10m_2021_v200_S06W063_Map_2.tif,S06W063_2,-60.75,-5.25,1.5,1.5,Brazil
8459,ESA_WorldCover_10m_2021_v200_S06W063_Map_3.tif,S06W063_3,-62.25,-3.75,1.5,1.5,Brazil
8460,ESA_WorldCover_10m_2021_v200_S06W063_Map_4.tif,S06W063_4,-60.75,-3.75,1.5,1.5,Brazil
8461,ESA_WorldCover_10m_2021_v200_S06W066_Map_1.tif,S06W066_1,-65.25,-5.25,1.5,1.5,Brazil
8462,ESA_WorldCover_10m_2021_v200_S06W066_Map_2.tif,S06W066_2,-63.75,-5.25,1.5,1.5,Brazil
8463,ESA_WorldCover_10m_2021_v200_S06W066_Map_3.tif,S06W066_3,-65.25,-3.75,1.5,1.5,Brazil
8464,ESA_WorldCover_10m_2021_v200_S06W066_Map_4.tif,S06W066_4,-63.75,-3.75,1.5,1.5,Brazil
8465,ESA_WorldCover_10m_2021_v200_S06W069_Map_1.tif,S06W069_1,-68.25,-5.25,1.5,1.5,Brazil
8466,ESA_WorldCover_10m_2021_v200_S06W069_Map_2.tif,S06W069_2,-66.75,-5.25,1.5,1.5,Brazil
8467,ESA_WorldCover_10m_2021_v200_S06W069_Map_3.tif,S06W069_3,-68.25,-3.75,1.5,1.5,Brazil
8468,ESA_WorldCover_10m_2021_v200_S06W069_Map_4.tif,S06W069_4,-66.75,-3.75,1.5,1.5,Brazil
8469,ESA_WorldCover_10m_2021_v200_S06W072_Map_1.tif,S06W072_1,-71.25,-5.25,1.5,1.5,Brazil
8470,ESA_WorldCover_10m_2021_v200_S06W072_Map_2.tif,S06W072_2,-69.75,-5.25,1.5,1.5,Brazil
8471,ESA_WorldCover_10m_2021_v200_S06W072_Map_3.tif,S06W072_3,-71.25,-3.75,1.5,1.5,Peru
8472,ESA_WorldCover_10m_2021_v200_S06W072_Map_4.tif,S06W072_4,-69.75,-3.75,1.5,1.5,Brazil
8473,ESA_WorldCover_10m_2021_v200_S06W075_Map_1.tif,S06W075_1,-74.25,-5.25,1.5,1.5,Peru
8474,ESA_WorldCover_10m_2021_v200_S06W075_Map_2.tif,S06W075_2,-72.75,-5.25,1.5,1.5,Peru
8475,ESA_WorldCover_10m_2021_v200_S06W075_Map_3.tif,S06W075_3,-74.25,-3.75,1.5,1.5,Peru
8476,ESA_WorldCover_10m_2021_v200_S06W075_Map_4.tif,S06W075_4,-72.75,-3.75,1.5,1.5,Peru
8477,ESA_WorldCover_10m_2021_v200_S06W078_Map_1.tif,S06W078_1,-77.25,-5.25,1.5,1.5,Peru
8478,ESA_WorldCover_10m_2021_v200_S06W078_Map_2.tif,S06W078_2,-75.75,-5.25,1.5,1.5,Peru
8479,ESA_WorldCover_10m_2021_v200_S06W078_Map_3.tif,S06W078_3,-77.25,-3.75,1.5,1.5,Peru
8480,ESA_WorldCover_10m_2021_v200_S06W078_Map_4.tif,S06W078_4,-75.75,-3.75,1.5,1.5,Peru
8481,ESA_WorldCover_10m_2021_v200_S06W081_Map_1.tif,S06W081_1,-80.25,-5.25,1.5,1.5,Peru
8482,ESA_WorldCover_10m_2021_v200_S06W081_Map_2.tif,S06W081_2,-78.75,-5.25,1.5,1.5,Peru
8483,ESA_WorldCover_10m_2021_v200_S06W081_Map_3.tif,S06W081_3,-80.25,-3.75,1.5,1.5,Ecuador
8484,ESA_WorldCover_10m_2021_v200_S06W081_Map_4.tif,S06W081_4,-78.75,-3.75,1.5,1.5,Ecuador
8485,ESA_WorldCover_10m_2021_v200_S06W084_Map_1.tif,S06W084_1,-83.25,-5.25,1.5,1.5,Ocean
8486,ESA_WorldCover_10m_2021_v200_S06W084_Map_2.tif,S06W084_2,-81.75,-5.25,1.5,1.5,Peru
8487,ESA_WorldCover_10m_2021_v200_S06W084_Map_3.tif,S06W084_3,-83.25,-3.75,1.5,1.5,Ocean
8488,ESA_WorldCover_10m_2021_v200_S06W084_Map_4.tif,S06W084_4,-81.75,-3.75,1.5,1.5,Peru
8489,ESA_WorldCover_10m_2021_v200_S06W156_Map_1.tif,S06W156_1,-155.25,-5.25,1.5,1.5,Kiribati
8490,ESA_WorldCover_10m_2021_v200_S06W156_Map_2.tif,S06W156_2,-153.75,-5.25,1.5,1.5,Ocean
8491,ESA_WorldCover_10m_2021_v200_S06W156_Map_3.tif,S06W156_3,-155.25,-3.75,1.5,1.5,Kiribati
8492,ESA_WorldCover_10m_2021_v200_S06W156_Map_4.tif,S06W156_4,-153.75,-3.75,1.5,1.5,Ocean
8493,ESA_WorldCover_10m_2021_v200_S06W159_Map_1.tif,S06W159_1,-158.25,-5.25,1.5,1.5,Ocean
8494,ESA_WorldCover_10m_2021_v200_S06W159_Map_2.tif,S06W159_2,-156.75,-5.25,1.5,1.5,Ocean
8495,ESA_WorldCover_10m_2021_v200_S06W159_Map_3.tif,S06W159_3,-158.25,-3.75,1.5,1.5,Ocean
8496,ESA_WorldCover_10m_2021_v200_S06W159_Map_4.tif,S06W159_4,-156.75,-3.75,1.5,1.5,Ocean
8497,ESA_WorldCover_10m_2021_v200_S09E012_Map_1.tif,S09E012_1,12.75,-8.25,1.5,1.5,Angola
8498,ESA_WorldCover_10m_2021_v200_S09E012_Map_2.tif,S09E012_2,14.25,-8.25,1.5,1.5,Angola
8499,ESA_WorldCover_10m_2021_v200_S09E012_Map_3.tif,S09E012_3,12.75,-6.75,1.5,1.5,Angola
8500,ESA_WorldCover_10m_2021_v200_S09E012_Map_4.tif,S09E012_4,14.25,-6.75,1.5,1.5,Angola
8501,ESA_WorldCover_10m_2021_v200_S09E015_Map_1.tif,S09E015_1,15.75,-8.25,1.5,1.5,Angola
8502,ESA_WorldCover_10m_2021_v200_S09E015_Map_2.tif,S09E015_2,17.25,-8.25,1.5,1.5,Angola
8503,ESA_WorldCover_10m_2021_v200_S09E015_Map_3.tif,S09E015_3,15.75,-6.75,1.5,1.5,Angola
8504,ESA_WorldCover_10m_2021_v200_S09E015_Map_4.tif,S09E015_4,17.25,-6.75,1.5,1.5,Democratic Republic of the Congo
8505,ESA_WorldCover_10m_2021_v200_S09E018_Map_1.tif,S09E018_1,18.75,-8.25,1.5,1.5,Angola
8506,ESA_WorldCover_10m_2021_v200_S09E018_Map_2.tif,S09E018_2,20.25,-8.25,1.5,1.5,Angola
8507,ESA_WorldCover_10m_2021_v200_S09E018_Map_3.tif,S09E018_3,18.75,-6.75,1.5,1.5,Democratic Republic of the Congo
8508,ESA_WorldCover_10m_2021_v200_S09E018_Map_4.tif,S09E018_4,20.25,-6.75,1.5,1.5,Democratic Republic of the Congo
8509,ESA_WorldCover_10m_2021_v200_S09E021_Map_1.tif,S09E021_1,21.75,-8.25,1.5,1.5,Angola
8510,ESA_WorldCover_10m_2021_v200_S09E021_Map_2.tif,S09E021_2,23.25,-8.25,1.5,1.5,Democratic Republic of the Congo
8511,ESA_WorldCover_10m_2021_v200_S09E021_Map_3.tif,S09E021_3,21.75,-6.75,1.5,1.5,Democratic Republic of the Congo
8512,ESA_WorldCover_10m_2021_v200_S09E021_Map_4.tif,S09E021_4,23.25,-6.75,1.5,1.5,Democratic Republic of the Congo
8513,ESA_WorldCover_10m_2021_v200_S09E024_Map_1.tif,S09E024_1,24.75,-8.25,1.5,1.5,Democratic Republic of the Congo
8514,ESA_WorldCover_10m_2021_v200_S09E024_Map_2.tif,S09E024_2,26.25,-8.25,1.5,1.5,Democratic Republic of the Congo
8515,ESA_WorldCover_10m_2021_v200_S09E024_Map_3.tif,S09E024_3,24.75,-6.75,1.5,1.5,Democratic Republic of the Congo
8516,ESA_WorldCover_10m_2021_v200_S09E024_Map_4.tif,S09E024_4,26.25,-6.75,1.5,1.5,Democratic Republic of the Congo
8517,ESA_WorldCover_10m_2021_v200_S09E027_Map_1.tif,S09E027_1,27.75,-8.25,1.5,1.5,Democratic Republic of the Congo
8518,ESA_WorldCover_10m_2021_v200_S09E027_Map_2.tif,S09E027_2,29.25,-8.25,1.5,1.5,Democratic Republic of the Congo
8519,ESA_WorldCover_10m_2021_v200_S09E027_Map_3.tif,S09E027_3,27.75,-6.75,1.5,1.5,Democratic Republic of the Congo
8520,ESA_WorldCover_10m_2021_v200_S09E027_Map_4.tif,S09E027_4,29.25,-6.75,1.5,1.5,Democratic Republic of the Congo
8521,ESA_WorldCover_10m_2021_v200_S09E030_Map_1.tif,S09E030_1,30.75,-8.25,1.5,1.5,United Republic of Tanzania
8522,ESA_WorldCover_10m_2021_v200_S09E030_Map_2.tif,S09E030_2,32.25,-8.25,1.5,1.5,United Republic of Tanzania
8523,ESA_WorldCover_10m_2021_v200_S09E030_Map_3.tif,S09E030_3,30.75,-6.75,1.5,1.5,United Republic of Tanzania
8524,ESA_WorldCover_10m_2021_v200_S09E030_Map_4.tif,S09E030_4,32.25,-6.75,1.5,1.5,United Republic of Tanzania
8525,ESA_WorldCover_10m_2021_v200_S09E033_Map_1.tif,S09E033_1,33.75,-8.25,1.5,1.5,United Republic of Tanzania
8526,ESA_WorldCover_10m_2021_v200_S09E033_Map_2.tif,S09E033_2,35.25,-8.25,1.5,1.5,United Republic of Tanzania
8527,ESA_WorldCover_10m_2021_v200_S09E033_Map_3.tif,S09E033_3,33.75,-6.75,1.5,1.5,United Republic of Tanzania
8528,ESA_WorldCover_10m_2021_v200_S09E033_Map_4.tif,S09E033_4,35.25,-6.75,1.5,1.5,United Republic of Tanzania
8529,ESA_WorldCover_10m_2021_v200_S09E036_Map_1.tif,S09E036_1,36.75,-8.25,1.5,1.5,United Republic of Tanzania
8530,ESA_WorldCover_10m_2021_v200_S09E036_Map_2.tif,S09E036_2,38.25,-8.25,1.5,1.5,United Republic of Tanzania
8531,ESA_WorldCover_10m_2021_v200_S09E036_Map_3.tif,S09E036_3,36.75,-6.75,1.5,1.5,United Republic of Tanzania
8532,ESA_WorldCover_10m_2021_v200_S09E036_Map_4.tif,S09E036_4,38.25,-6.75,1.5,1.5,United Republic of Tanzania
8533,ESA_WorldCover_10m_2021_v200_S09E039_Map_1.tif,S09E039_1,39.75,-8.25,1.5,1.5,United Republic of Tanzania
8534,ESA_WorldCover_10m_2021_v200_S09E039_Map_2.tif,S09E039_2,41.25,-8.25,1.5,1.5,Ocean
8535,ESA_WorldCover_10m_2021_v200_S09E039_Map_3.tif,S09E039_3,39.75,-6.75,1.5,1.5,United Republic of Tanzania
8536,ESA_WorldCover_10m_2021_v200_S09E039_Map_4.tif,S09E039_4,41.25,-6.75,1.5,1.5,Ocean
8537,ESA_WorldCover_10m_2021_v200_S09E069_Map_1.tif,S09E069_1,69.75,-8.25,1.5,1.5,Ocean
8538,ESA_WorldCover_10m_2021_v200_S09E069_Map_2.tif,S09E069_2,71.25,-8.25,1.5,1.5,Ocean
8539,ESA_WorldCover_10m_2021_v200_S09E069_Map_3.tif,S09E069_3,69.75,-6.75,1.5,1.5,Ocean
8540,ESA_WorldCover_10m_2021_v200_S09E069_Map_4.tif,S09E069_4,71.25,-6.75,1.5,1.5,British Indian Ocean Territory
8541,ESA_WorldCover_10m_2021_v200_S09E072_Map_1.tif,S09E072_1,72.75,-8.25,1.5,1.5,Ocean
8542,ESA_WorldCover_10m_2021_v200_S09E072_Map_2.tif,S09E072_2,74.25,-8.25,1.5,1.5,Ocean
8543,ESA_WorldCover_10m_2021_v200_S09E072_Map_3.tif,S09E072_3,72.75,-6.75,1.5,1.5,British Indian Ocean Territory
8544,ESA_WorldCover_10m_2021_v200_S09E072_Map_4.tif,S09E072_4,74.25,-6.75,1.5,1.5,Ocean
8545,ESA_WorldCover_10m_2021_v200_S09E105_Map_1.tif,S09E105_1,105.75,-8.25,1.5,1.5,Ocean
8546,ESA_WorldCover_10m_2021_v200_S09E105_Map_2.tif,S09E105_2,107.25,-8.25,1.5,1.5,Indonesia
8547,ESA_WorldCover_10m_2021_v200_S09E105_Map_3.tif,S09E105_3,105.75,-6.75,1.5,1.5,Indonesia
8548,ESA_WorldCover_10m_2021_v200_S09E105_Map_4.tif,S09E105_4,107.25,-6.75,1.5,1.5,Indonesia
8549,ESA_WorldCover_10m_2021_v200_S09E108_Map_1.tif,S09E108_1,108.75,-8.25,1.5,1.5,Indonesia
8550,ESA_WorldCover_10m_2021_v200_S09E108_Map_2.tif,S09E108_2,110.25,-8.25,1.5,1.5,Indonesia
8551,ESA_WorldCover_10m_2021_v200_S09E108_Map_3.tif,S09E108_3,108.75,-6.75,1.5,1.5,Indonesia
8552,ESA_WorldCover_10m_2021_v200_S09E108_Map_4.tif,S09E108_4,110.25,-6.75,1.5,1.5,Indonesia
8553,ESA_WorldCover_10m_2021_v200_S09E111_Map_1.tif,S09E111_1,111.75,-8.25,1.5,1.5,Indonesia
8554,ESA_WorldCover_10m_2021_v200_S09E111_Map_2.tif,S09E111_2,113.25,-8.25,1.5,1.5,Indonesia
8555,ESA_WorldCover_10m_2021_v200_S09E111_Map_3.tif,S09E111_3,111.75,-6.75,1.5,1.5,Indonesia
8556,ESA_WorldCover_10m_2021_v200_S09E111_Map_4.tif,S09E111_4,113.25,-6.75,1.5,1.5,Indonesia
8557,ESA_WorldCover_10m_2021_v200_S09E114_Map_1.tif,S09E114_1,114.75,-8.25,1.5,1.5,Indonesia
8558,ESA_WorldCover_10m_2021_v200_S09E114_Map_2.tif,S09E114_2,116.25,-8.25,1.5,1.5,Indonesia
8559,ESA_WorldCover_10m_2021_v200_S09E114_Map_3.tif,S09E114_3,114.75,-6.75,1.5,1.5,Indonesia
8560,ESA_WorldCover_10m_2021_v200_S09E114_Map_4.tif,S09E114_4,116.25,-6.75,1.5,1.5,Indonesia
8561,ESA_WorldCover_10m_2021_v200_S09E117_Map_1.tif,S09E117_1,117.75,-8.25,1.5,1.5,Indonesia
8562,ESA_WorldCover_10m_2021_v200_S09E117_Map_2.tif,S09E117_2,119.25,-8.25,1.5,1.5,Indonesia
8563,ESA_WorldCover_10m_2021_v200_S09E117_Map_3.tif,S09E117_3,117.75,-6.75,1.5,1.5,Ocean
8564,ESA_WorldCover_10m_2021_v200_S09E117_Map_4.tif,S09E117_4,119.25,-6.75,1.5,1.5,Ocean
8565,ESA_WorldCover_10m_2021_v200_S09E120_Map_1.tif,S09E120_1,120.75,-8.25,1.5,1.5,Indonesia
8566,ESA_WorldCover_10m_2021_v200_S09E120_Map_2.tif,S09E120_2,122.25,-8.25,1.5,1.5,Indonesia
8567,ESA_WorldCover_10m_2021_v200_S09E120_Map_3.tif,S09E120_3,120.75,-6.75,1.5,1.5,Indonesia
8568,ESA_WorldCover_10m_2021_v200_S09E120_Map_4.tif,S09E120_4,122.25,-6.75,1.5,1.5,Indonesia
8569,ESA_WorldCover_10m_2021_v200_S09E123_Map_1.tif,S09E123_1,123.75,-8.25,1.5,1.5,Indonesia
8570,ESA_WorldCover_10m_2021_v200_S09E123_Map_2.tif,S09E123_2,125.25,-8.25,1.5,1.5,East Timor
8571,ESA_WorldCover_10m_2021_v200_S09E123_Map_3.tif,S09E123_3,123.75,-6.75,1.5,1.5,Indonesia
8572,ESA_WorldCover_10m_2021_v200_S09E123_Map_4.tif,S09E123_4,125.25,-6.75,1.5,1.5,Ocean
8573,ESA_WorldCover_10m_2021_v200_S09E126_Map_1.tif,S09E126_1,126.75,-8.25,1.5,1.5,East Timor
8574,ESA_WorldCover_10m_2021_v200_S09E126_Map_2.tif,S09E126_2,128.25,-8.25,1.5,1.5,Indonesia
8575,ESA_WorldCover_10m_2021_v200_S09E126_Map_3.tif,S09E126_3,126.75,-6.75,1.5,1.5,Ocean
8576,ESA_WorldCover_10m_2021_v200_S09E126_Map_4.tif,S09E126_4,128.25,-6.75,1.5,1.5,Indonesia
8577,ESA_WorldCover_10m_2021_v200_S09E129_Map_1.tif,S09E129_1,129.75,-8.25,1.5,1.5,Indonesia
8578,ESA_WorldCover_10m_2021_v200_S09E129_Map_2.tif,S09E129_2,131.25,-8.25,1.5,1.5,Indonesia
8579,ESA_WorldCover_10m_2021_v200_S09E129_Map_3.tif,S09E129_3,129.75,-6.75,1.5,1.5,Indonesia
8580,ESA_WorldCover_10m_2021_v200_S09E129_Map_4.tif,S09E129_4,131.25,-6.75,1.5,1.5,Indonesia
8581,ESA_WorldCover_10m_2021_v200_S09E132_Map_1.tif,S09E132_1,132.75,-8.25,1.5,1.5,Ocean
8582,ESA_WorldCover_10m_2021_v200_S09E132_Map_2.tif,S09E132_2,134.25,-8.25,1.5,1.5,Ocean
8583,ESA_WorldCover_10m_2021_v200_S09E132_Map_3.tif,S09E132_3,132.75,-6.75,1.5,1.5,Ocean
8584,ESA_WorldCover_10m_2021_v200_S09E132_Map_4.tif,S09E132_4,134.25,-6.75,1.5,1.5,Indonesia
8585,ESA_WorldCover_10m_2021_v200_S09E135_Map_1.tif,S09E135_1,135.75,-8.25,1.5,1.5,Ocean
8586,ESA_WorldCover_10m_2021_v200_S09E135_Map_2.tif,S09E135_2,137.25,-8.25,1.5,1.5,Indonesia
8587,ESA_WorldCover_10m_2021_v200_S09E135_Map_3.tif,S09E135_3,135.75,-6.75,1.5,1.5,Ocean
8588,ESA_WorldCover_10m_2021_v200_S09E135_Map_4.tif,S09E135_4,137.25,-6.75,1.5,1.5,Ocean
8589,ESA_WorldCover_10m_2021_v200_S09E138_Map_1.tif,S09E138_1,138.75,-8.25,1.5,1.5,Indonesia
8590,ESA_WorldCover_10m_2021_v200_S09E138_Map_2.tif,S09E138_2,140.25,-8.25,1.5,1.5,Indonesia
8591,ESA_WorldCover_10m_2021_v200_S09E138_Map_3.tif,S09E138_3,138.75,-6.75,1.5,1.5,Indonesia
8592,ESA_WorldCover_10m_2021_v200_S09E138_Map_4.tif,S09E138_4,140.25,-6.75,1.5,1.5,Indonesia
8593,ESA_WorldCover_10m_2021_v200_S09E141_Map_1.tif,S09E141_1,141.75,-8.25,1.5,1.5,Papua New Guinea
8594,ESA_WorldCover_10m_2021_v200_S09E141_Map_2.tif,S09E141_2,143.25,-8.25,1.5,1.5,Papua New Guinea
8595,ESA_WorldCover_10m_2021_v200_S09E141_Map_3.tif,S09E141_3,141.75,-6.75,1.5,1.5,Papua New Guinea
8596,ESA_WorldCover_10m_2021_v200_S09E141_Map_4.tif,S09E141_4,143.25,-6.75,1.5,1.5,Papua New Guinea
8597,ESA_WorldCover_10m_2021_v200_S09E144_Map_1.tif,S09E144_1,144.75,-8.25,1.5,1.5,Papua New Guinea
8598,ESA_WorldCover_10m_2021_v200_S09E144_Map_2.tif,S09E144_2,146.25,-8.25,1.5,1.5,Papua New Guinea
8599,ESA_WorldCover_10m_2021_v200_S09E144_Map_3.tif,S09E144_3,144.75,-6.75,1.5,1.5,Papua New Guinea
8600,ESA_WorldCover_10m_2021_v200_S09E144_Map_4.tif,S09E144_4,146.25,-6.75,1.5,1.5,Papua New Guinea
8601,ESA_WorldCover_10m_2021_v200_S09E147_Map_1.tif,S09E147_1,147.75,-8.25,1.5,1.5,Papua New Guinea
8602,ESA_WorldCover_10m_2021_v200_S09E147_Map_2.tif,S09E147_2,149.25,-8.25,1.5,1.5,Papua New Guinea
8603,ESA_WorldCover_10m_2021_v200_S09E147_Map_3.tif,S09E147_3,147.75,-6.75,1.5,1.5,Papua New Guinea
8604,ESA_WorldCover_10m_2021_v200_S09E147_Map_4.tif,S09E147_4,149.25,-6.75,1.5,1.5,Papua New Guinea
8605,ESA_WorldCover_10m_2021_v200_S09E150_Map_1.tif,S09E150_1,150.75,-8.25,1.5,1.5,Papua New Guinea
8606,ESA_WorldCover_10m_2021_v200_S09E150_Map_2.tif,S09E150_2,152.25,-8.25,1.5,1.5,Papua New Guinea
8607,ESA_WorldCover_10m_2021_v200_S09E150_Map_3.tif,S09E150_3,150.75,-6.75,1.5,1.5,Papua New Guinea
8608,ESA_WorldCover_10m_2021_v200_S09E150_Map_4.tif,S09E150_4,152.25,-6.75,1.5,1.5,Ocean
8609,ESA_WorldCover_10m_2021_v200_S09E153_Map_1.tif,S09E153_1,153.75,-8.25,1.5,1.5,Ocean
8610,ESA_WorldCover_10m_2021_v200_S09E153_Map_2.tif,S09E153_2,155.25,-8.25,1.5,1.5,Ocean
8611,ESA_WorldCover_10m_2021_v200_S09E153_Map_3.tif,S09E153_3,153.75,-6.75,1.5,1.5,Ocean
8612,ESA_WorldCover_10m_2021_v200_S09E153_Map_4.tif,S09E153_4,155.25,-6.75,1.5,1.5,Papua New Guinea
8613,ESA_WorldCover_10m_2021_v200_S09E156_Map_1.tif,S09E156_1,156.75,-8.25,1.5,1.5,Solomon Islands
8614,ESA_WorldCover_10m_2021_v200_S09E156_Map_2.tif,S09E156_2,158.25,-8.25,1.5,1.5,Solomon Islands
8615,ESA_WorldCover_10m_2021_v200_S09E156_Map_3.tif,S09E156_3,156.75,-6.75,1.5,1.5,Solomon Islands
8616,ESA_WorldCover_10m_2021_v200_S09E156_Map_4.tif,S09E156_4,158.25,-6.75,1.5,1.5,Solomon Islands
8617,ESA_WorldCover_10m_2021_v200_S09E159_Map_1.tif,S09E159_1,159.75,-8.25,1.5,1.5,Solomon Islands
8618,ESA_WorldCover_10m_2021_v200_S09E159_Map_2.tif,S09E159_2,161.25,-8.25,1.5,1.5,Solomon Islands
8619,ESA_WorldCover_10m_2021_v200_S09E159_Map_3.tif,S09E159_3,159.75,-6.75,1.5,1.5,Ocean
8620,ESA_WorldCover_10m_2021_v200_S09E159_Map_4.tif,S09E159_4,161.25,-6.75,1.5,1.5,Ocean
8621,ESA_WorldCover_10m_2021_v200_S09E162_Map_1.tif,S09E162_1,162.75,-8.25,1.5,1.5,Solomon Islands
8622,ESA_WorldCover_10m_2021_v200_S09E162_Map_2.tif,S09E162_2,164.25,-8.25,1.5,1.5,Ocean
8623,ESA_WorldCover_10m_2021_v200_S09E162_Map_3.tif,S09E162_3,162.75,-6.75,1.5,1.5,Ocean
8624,ESA_WorldCover_10m_2021_v200_S09E162_Map_4.tif,S09E162_4,164.25,-6.75,1.5,1.5,Ocean
8625,ESA_WorldCover_10m_2021_v200_S09E174_Map_1.tif,S09E174_1,174.75,-8.25,1.5,1.5,Ocean
8626,ESA_WorldCover_10m_2021_v200_S09E174_Map_2.tif,S09E174_2,176.25,-8.25,1.5,1.5,Ocean
8627,ESA_WorldCover_10m_2021_v200_S09E174_Map_3.tif,S09E174_3,174.75,-6.75,1.5,1.5,Ocean
8628,ESA_WorldCover_10m_2021_v200_S09E174_Map_4.tif,S09E174_4,176.25,-6.75,1.5,1.5,Tuvalu
8629,ESA_WorldCover_10m_2021_v200_S09E177_Map_1.tif,S09E177_1,177.75,-8.25,1.5,1.5,Tuvalu
8630,ESA_WorldCover_10m_2021_v200_S09E177_Map_2.tif,S09E177_2,179.25,-8.25,1.5,1.5,Tuvalu
8631,ESA_WorldCover_10m_2021_v200_S09E177_Map_3.tif,S09E177_3,177.75,-6.75,1.5,1.5,Tuvalu
8632,ESA_WorldCover_10m_2021_v200_S09E177_Map_4.tif,S09E177_4,179.25,-6.75,1.5,1.5,Tuvalu
8633,ESA_WorldCover_10m_2021_v200_S09W015_Map_1.tif,S09W015_1,-14.25,-8.25,1.5,1.5,Saint Helena
8634,ESA_WorldCover_10m_2021_v200_S09W015_Map_2.tif,S09W015_2,-12.75,-8.25,1.5,1.5,Ocean
8635,ESA_WorldCover_10m_2021_v200_S09W015_Map_3.tif,S09W015_3,-14.25,-6.75,1.5,1.5,Ocean
8636,ESA_WorldCover_10m_2021_v200_S09W015_Map_4.tif,S09W015_4,-12.75,-6.75,1.5,1.5,Ocean
8637,ESA_WorldCover_10m_2021_v200_S09W036_Map_1.tif,S09W036_1,-35.25,-8.25,1.5,1.5,Brazil
8638,ESA_WorldCover_10m_2021_v200_S09W036_Map_2.tif,S09W036_2,-33.75,-8.25,1.5,1.5,Ocean
8639,ESA_WorldCover_10m_2021_v200_S09W036_Map_3.tif,S09W036_3,-35.25,-6.75,1.5,1.5,Brazil
8640,ESA_WorldCover_10m_2021_v200_S09W036_Map_4.tif,S09W036_4,-33.75,-6.75,1.5,1.5,Ocean
8641,ESA_WorldCover_10m_2021_v200_S09W039_Map_1.tif,S09W039_1,-38.25,-8.25,1.5,1.5,Brazil
8642,ESA_WorldCover_10m_2021_v200_S09W039_Map_2.tif,S09W039_2,-36.75,-8.25,1.5,1.5,Brazil
8643,ESA_WorldCover_10m_2021_v200_S09W039_Map_3.tif,S09W039_3,-38.25,-6.75,1.5,1.5,Brazil
8644,ESA_WorldCover_10m_2021_v200_S09W039_Map_4.tif,S09W039_4,-36.75,-6.75,1.5,1.5,Brazil
8645,ESA_WorldCover_10m_2021_v200_S09W042_Map_1.tif,S09W042_1,-41.25,-8.25,1.5,1.5,Brazil
8646,ESA_WorldCover_10m_2021_v200_S09W042_Map_2.tif,S09W042_2,-39.75,-8.25,1.5,1.5,Brazil
8647,ESA_WorldCover_10m_2021_v200_S09W042_Map_3.tif,S09W042_3,-41.25,-6.75,1.5,1.5,Brazil
